date, awayTeam, homeTeam, homeWin, spread, ou, hWRCL, hWRCR, hFRM, hOAA, hBsR, hHand, hSpxFIP, hRpxFIP, hSpIperG, aWRCL, aWRCR, aFRM, aOAA, aBsR, aHand, aSpxFIP, aRpxFIP, aSpIperG
2019-08-28,CLE,DET,0,-2,6,87,74,-7.8,-19.0,-6.8,1,5.01,4.96,4.824,95,100,13.0,30.0,4.3,1,4.45,4.5,5.813
2019-08-28,TBR,HOU,1,2,14,134,119,-0.2,48.0,-9.5,1,2.76,4.06,6.272,101,104,5.1,0.0,8.4,-1,3.6,4.13,6.629
2019-08-28,ATL,TOR,0,-5,13,92,90,12.0,-28.0,-7.0,1,5.03,4.74,5.576,99,102,16.9,2.0,11.0,1,5.01,4.49,5.469
2019-08-29,LAD,ARI,1,6,16,116,88,5.1,29.0,18.3,1,4.75,4.46,5.617,101,116,11.3,5.0,11.9,-1,3.39,4.25,6.336
2019-08-29,CHC,NYM,0,-3,5,113,100,-5.1,-19.0,-17.0,1,3.2,4.75,6.231,93,102,-8.3,36.0,-2.2,-1,4.27,4.5,5.521
2019-08-29,SDP,SFG,0,-2,8,85,87,6.9,17.0,-3.4,1,5.37,4.39,5.0,105,88,15.7,-27.0,-11.1,1,4.22,4.08,5.32
2019-08-29,MIN,CHW,0,-5,15,99,81,-18.4,-15.0,5.3,1,4.84,4.69,5.556,131,113,3.4,-24.0,-8.4,1,4.43,4.16,6.269
2019-08-29,CLE,DET,0,-2,2,86,74,-7.8,-19.0,-6.8,-1,4.55,4.96,5.13,95,101,13.0,30.0,4.3,1,2.67,4.5,5.571
2019-08-29,TBR,HOU,0,-1,17,132,119,-0.2,48.0,-9.5,1,5.0,4.06,6.267,101,104,5.1,0.0,8.4,1,0.85,4.13,2.258
2019-08-29,OAK,KCR,0,-1,17,76,85,-3.7,-14.0,-1.7,1,5.68,4.85,5.357,115,102,-7.9,4.0,-1.7,1,4.73,4.6,5.683
2019-08-29,SEA,TEX,0,-2,8,85,88,-10.8,-7.0,12.0,1,3.8,4.77,6.299,109,101,-6.3,-21.0,13.4,1,4.96,4.65,4.893
2019-08-30,LAD,ARI,1,1,9,117,88,5.1,29.0,18.3,1,4.06,4.46,5.0,101,116,11.3,5.0,11.9,1,4.94,4.25,4.75
2019-08-30,CHW,ATL,1,3,17,100,102,16.9,2.0,11.0,-1,3.42,4.49,5.363,99,82,-18.4,-15.0,5.3,1,4.86,4.69,5.854
2019-08-30,MIL,CHC,1,6,8,93,101,-8.3,36.0,-2.2,-1,4.21,4.5,5.683,95,100,23.3,6.0,5.9,1,5.25,4.16,4.857
2019-08-30,PIT,COL,0,-5,13,94,85,-12.5,18.0,1.6,1,5.28,4.9,4.951,72,101,-7.1,-28.0,-4.6,1,6.47,4.68,5.222
2019-08-30,NYM,PHI,0,-6,16,95,91,8.0,-2.0,13.8,1,3.79,4.49,6.001,112,99,-5.1,-19.0,-17.0,1,4.06,4.75,6.201
2019-08-30,SDP,SFG,1,5,11,85,87,6.9,17.0,-3.4,-1,4.19,4.39,6.038,105,88,15.7,-27.0,-11.1,1,3.84,4.08,5.111
2019-08-30,MIA,WSN,1,1,13,113,100,-6.0,33.0,3.7,1,4.99,5.03,5.417,80,76,-7.4,-11.0,-23.9,1,5.12,5.1,5.006
2019-08-30,BOS,LAA,0,-1,13,94,103,-5.0,9.0,-6.1,-1,5.48,4.66,4.5,104,115,14.1,5.0,-7.0,1,5.97,4.43,4.333
2019-08-30,MIN,DET,0,-8,18,85,73,-7.8,-19.0,-6.8,1,4.66,4.96,5.258,129,114,3.4,-24.0,-8.4,1,3.76,4.16,5.501
2019-08-30,OAK,NYY,0,-6,10,124,117,-5.3,-35.0,-0.8,-1,4.84,4.15,5.107,115,103,-7.9,4.0,-1.7,-1,4.89,4.6,5.769
2019-08-30,SEA,TEX,1,3,9,85,88,-10.8,-7.0,12.0,-1,4.28,4.77,5.258,108,101,-6.3,-21.0,13.4,-1,4.93,4.65,5.857
2019-08-30,HOU,TOR,0,-3,11,92,90,12.0,-28.0,-7.0,1,5.12,4.74,4.772,133,119,-0.2,48.0,-9.5,-1,4.33,4.06,5.631
2019-08-31,LAD,ARI,1,1,11,117,89,5.1,29.0,18.3,-1,3.72,4.46,5.444,101,115,11.3,5.0,11.9,-1,3.45,4.25,6.522
2019-08-31,CHW,ATL,1,6,16,100,103,16.9,2.0,11.0,-1,3.79,4.49,6.005,97,82,-18.4,-15.0,5.3,1,5.35,4.69,5.631
2019-08-31,MIL,CHC,0,-2,2,94,102,-8.3,36.0,-2.2,-1,4.26,4.5,5.458,94,99,23.3,6.0,5.9,1,5.25,4.16,5.243
2019-08-31,PIT,COL,0,-7,15,95,85,-12.5,18.0,1.6,1,5.28,4.9,6.0,72,101,-7.1,-28.0,-4.6,1,4.47,4.68,5.409
2019-08-31,NYM,PHI,0,-3,9,95,91,8.0,-2.0,13.8,-1,6.03,4.49,5.8,112,100,-5.1,-19.0,-17.0,-1,4.25,4.75,5.294
2019-08-31,SDP,SFG,0,-3,5,87,87,6.9,17.0,-3.4,1,4.03,4.39,4.533,103,88,15.7,-27.0,-11.1,-1,4.3,4.08,5.52
2019-08-31,CIN,STL,1,4,16,97,94,-10.9,23.0,14.4,1,4.46,4.44,5.347,92,87,2.9,26.0,-16.7,1,4.7,4.26,5.2
2019-08-31,CIN,STL,1,1,5,97,94,-10.9,23.0,14.4,1,5.01,4.44,5.002,92,87,2.9,26.0,-16.7,1,3.65,4.26,5.541
2019-08-31,MIA,WSN,1,7,7,113,100,-6.0,33.0,3.7,1,3.3,5.03,6.333,80,76,-7.4,-11.0,-23.9,1,4.05,5.1,5.404
2019-08-31,BAL,KCR,1,2,12,76,84,-3.7,-14.0,-1.7,1,5.1,4.85,4.667,91,86,-19.4,-32.0,2.0,1,4.54,4.97,5.28
2019-08-31,OAK,NYY,1,1,7,123,116,-5.3,-35.0,-0.8,1,4.16,4.15,5.683,116,103,-7.9,4.0,-1.7,1,4.27,4.6,5.5
2019-08-31,CLE,TBR,1,3,15,101,104,5.1,0.0,8.4,1,3.21,4.13,1.2,94,100,13.0,30.0,4.3,1,5.07,4.5,5.44
2019-08-31,HOU,TOR,1,2,10,92,91,12.0,-28.0,-7.0,1,5.29,4.74,5.011,133,119,-0.2,48.0,-9.5,-1,3.63,4.06,4.333
2019-09-01,LAD,ARI,0,-1,7,117,88,5.1,29.0,18.3,-1,4.9,4.46,5.2,102,115,11.3,5.0,11.9,1,3.66,4.25,5.083
2019-09-01,CHW,ATL,1,2,8,99,104,16.9,2.0,11.0,1,5.16,4.49,5.394,97,82,-18.4,-15.0,5.3,1,3.72,4.69,6.041
2019-09-01,MIL,CHC,0,-4,4,94,101,-8.3,36.0,-2.2,1,4.73,4.5,4.75,94,99,23.3,6.0,5.9,-1,4.7,4.16,4.926
2019-09-01,PIT,COL,0,-4,8,95,85,-12.5,18.0,1.6,1,5.18,4.9,4.448,73,102,-7.1,-28.0,-4.6,-1,4.94,4.68,5.071
2019-09-01,NYM,PHI,1,3,7,95,91,8.0,-2.0,13.8,1,4.88,4.49,5.547,114,100,-5.1,-19.0,-17.0,1,4.22,4.75,5.013
2019-09-01,SDP,SFG,0,-4,12,87,87,6.9,17.0,-3.4,1,4.86,4.39,5.595,104,88,15.7,-27.0,-11.1,-1,4.82,4.08,5.126
2019-09-01,CIN,STL,1,1,7,97,94,-10.9,23.0,14.4,1,4.12,4.44,5.705,91,86,2.9,26.0,-16.7,1,3.81,4.26,5.37
2019-09-01,CIN,STL,0,-2,8,97,94,-10.9,23.0,14.4,1,4.87,4.44,4.295,91,86,2.9,26.0,-16.7,1,3.47,4.26,5.926
2019-09-01,MIA,WSN,1,6,12,112,100,-6.0,33.0,3.7,-1,3.6,5.03,6.225,80,75,-7.4,-11.0,-23.9,-1,4.54,5.1,5.547
2019-09-01,BOS,LAA,0,-1,7,93,103,-5.0,9.0,-6.1,-1,4.15,4.66,5.39,103,115,14.1,5.0,-7.0,-1,3.68,4.43,5.002
2019-09-01,MIN,DET,0,-5,11,89,74,-7.8,-19.0,-6.8,1,4.79,4.96,5.003,129,115,3.4,-24.0,-8.4,1,4.4,4.16,5.583
2019-09-01,BAL,KCR,1,2,10,76,84,-3.7,-14.0,-1.7,-1,5.15,4.85,5.557,92,86,-19.4,-32.0,2.0,1,5.34,4.97,4.226
2019-09-01,CLE,TBR,1,6,10,101,105,5.1,0.0,8.4,1,3.32,4.13,5.893,95,100,13.0,30.0,4.3,1,5.55,4.5,5.574
2019-09-01,HOU,TOR,0,-2,2,93,91,12.0,-28.0,-7.0,1,3.2,4.74,1.879,133,119,-0.2,48.0,-9.5,1,3.37,4.06,6.571
2019-09-02,SDP,ARI,1,7,21,117,88,5.1,29.0,18.3,1,5.78,4.46,5.613,105,89,15.7,-27.0,-11.1,1,4.59,4.08,5.288
2019-09-02,TOR,ATL,1,3,9,99,104,16.9,2.0,11.0,1,3.84,4.49,6.128,93,89,12.0,-28.0,-7.0,1,5.14,4.74,5.254
2019-09-02,SEA,CHC,1,4,6,91,101,-8.3,36.0,-2.2,1,4.4,4.5,5.92,108,101,-6.3,-21.0,13.4,-1,4.28,4.65,4.017
2019-09-02,PHI,CIN,0,-6,8,91,86,2.9,26.0,-16.7,1,4.34,4.26,5.195,95,91,8.0,-2.0,13.8,-1,4.44,4.49,5.429
2019-09-02,COL,LAD,1,7,25,104,114,11.3,5.0,11.9,1,3.24,4.25,6.161,94,85,-12.5,18.0,1.6,1,5.08,4.9,4.938
2019-09-02,HOU,MIL,0,-1,5,93,99,23.3,6.0,5.9,1,3.97,4.16,4.669,133,118,-0.2,48.0,-9.5,1,2.68,4.06,6.298
2019-09-02,SFG,STL,1,2,4,98,93,-10.9,23.0,14.4,1,4.39,4.44,5.401,87,86,6.9,17.0,-3.4,1,4.75,4.39,5.176
2019-09-02,NYM,WSN,0,-4,10,113,100,-6.0,33.0,3.7,1,5.04,5.03,5.167,114,99,-5.1,-19.0,-17.0,1,4.01,4.75,6.269
2019-09-02,CHW,CLE,1,8,14,94,100,13.0,30.0,4.3,1,4.21,4.5,6.011,97,81,-18.4,-15.0,5.3,-1,5.0,4.69,4.875
2019-09-02,MIN,DET,0,-1,7,89,74,-7.8,-19.0,-6.8,1,4.85,4.96,4.889,129,115,3.4,-24.0,-8.4,1,4.64,4.16,5.269
2019-09-02,TEX,NYY,0,-7,7,121,116,-5.3,-35.0,-0.8,1,4.31,4.15,5.815,84,87,-10.8,-7.0,12.0,-1,4.44,4.77,6.446
2019-09-02,BAL,TBR,1,1,9,101,106,5.1,0.0,8.4,-1,3.84,4.13,6.559,91,85,-19.4,-32.0,2.0,1,5.81,4.97,5.185
2019-09-03,TOR,ATL,1,5,9,100,103,16.9,2.0,11.0,1,5.01,4.49,5.438,93,89,12.0,-28.0,-7.0,1,3.15,4.74,1.893
2019-09-03,SEA,CHC,1,5,7,92,101,-8.3,36.0,-2.2,-1,4.35,4.5,5.54,108,101,-6.3,-21.0,13.4,1,4.88,4.65,4.903
2019-09-03,HOU,MIL,1,2,6,93,99,23.3,6.0,5.9,1,5.06,4.16,5.339,133,118,-0.2,48.0,-9.5,1,4.51,4.06,6.207
2019-09-03,MIA,PIT,0,-1,9,73,103,-7.1,-28.0,-4.6,1,4.13,4.68,4.433,80,75,-7.4,-11.0,-23.9,1,5.44,5.1,5.964
2019-09-03,SFG,STL,1,1,1,97,93,-10.9,23.0,14.4,1,3.87,4.44,5.631,88,86,6.9,17.0,-3.4,1,5.32,4.39,5.0
2019-09-03,NYM,WSN,1,1,21,113,100,-6.0,33.0,3.7,1,2.9,5.03,6.458,114,99,-5.1,-19.0,-17.0,1,3.2,4.75,6.259
2019-09-03,CHW,CLE,0,-1,11,96,100,13.0,30.0,4.3,1,2.63,4.5,5.733,97,82,-18.4,-15.0,5.3,1,4.8,4.69,5.2
2019-09-03,DET,KCR,1,1,11,76,85,-3.7,-14.0,-1.7,-1,3.99,4.85,5.008,88,74,-7.8,-19.0,-6.8,-1,4.56,4.96,5.042
2019-09-03,TEX,NYY,1,9,11,119,116,-5.3,-35.0,-0.8,-1,4.05,4.15,5.208,85,88,-10.8,-7.0,12.0,1,6.85,4.77,3.533
2019-09-03,BAL,TBR,0,-2,6,101,106,5.1,0.0,8.4,1,3.42,4.13,4.517,92,85,-19.4,-32.0,2.0,-1,5.75,4.97,4.344
2019-09-03,BAL,TBR,1,2,2,101,106,5.1,0.0,8.4,1,1.24,4.13,2.013,92,85,-19.4,-32.0,2.0,1,6.22,4.97,4.785
2019-09-04,SDP,ARI,1,3,5,117,89,5.1,29.0,18.3,1,3.85,4.46,5.0,105,89,15.7,-27.0,-11.1,1,4.21,4.08,5.393
2019-09-04,PHI,CIN,1,3,13,90,85,2.9,26.0,-16.7,1,4.8,4.26,5.0,98,90,8.0,-2.0,13.8,1,3.79,4.49,6.002
2019-09-04,COL,LAD,1,4,10,105,116,11.3,5.0,11.9,-1,3.42,4.25,6.281,93,86,-12.5,18.0,1.6,1,5.28,4.9,4.953
2019-09-04,MIA,PIT,1,1,11,73,102,-7.1,-28.0,-4.6,1,5.16,4.68,5.67,80,75,-7.4,-11.0,-23.9,1,5.62,5.1,6.0
2019-09-04,SFG,STL,0,-1,17,97,93,-10.9,23.0,14.4,1,4.92,4.44,5.107,88,85,6.9,17.0,-3.4,-1,4.14,4.39,6.071
2019-09-04,NYM,WSN,0,-4,12,113,101,-6.0,33.0,3.7,1,5.05,5.03,5.4,115,99,-5.1,-19.0,-17.0,1,4.08,4.75,6.194
2019-09-04,MIN,BOS,1,4,8,103,114,14.1,5.0,-7.0,-1,4.27,4.43,5.895,129,115,3.4,-24.0,-8.4,1,4.39,4.16,6.259
2019-09-04,CHW,CLE,1,2,14,96,100,13.0,30.0,4.3,1,3.15,4.5,6.395,97,82,-18.4,-15.0,5.3,1,4.95,4.69,5.788
2019-09-04,TEX,NYY,1,3,5,119,117,-5.3,-35.0,-0.8,1,3.47,4.15,1.253,83,88,-10.8,-7.0,12.0,1,3.88,4.77,6.288
2019-09-04,LAA,OAK,1,4,4,113,104,-7.9,4.0,-1.7,1,4.5,4.6,6.0,93,103,-5.0,9.0,-6.1,-1,4.01,4.66,4.258
2019-09-05,WSN,ATL,1,2,6,101,103,16.9,2.0,11.0,-1,3.31,4.49,5.387,113,101,-6.0,33.0,3.7,1,3.16,5.03,6.393
2019-09-05,PHI,CIN,1,1,7,91,86,2.9,26.0,-16.7,1,3.71,4.26,5.594,98,90,8.0,-2.0,13.8,-1,6.23,4.49,5.5
2019-09-05,CHC,MIL,0,-5,15,93,99,23.3,6.0,5.9,1,5.3,4.16,4.818,93,101,-8.3,36.0,-2.2,-1,4.21,4.5,5.694
2019-09-05,MIA,PIT,0,-3,17,72,103,-7.1,-28.0,-4.6,1,6.31,4.68,5.2,80,75,-7.4,-11.0,-23.9,1,5.19,5.1,5.089
2019-09-05,SFG,STL,1,10,10,99,93,-10.9,23.0,14.4,1,4.46,4.44,5.444,89,85,6.9,17.0,-3.4,1,3.27,4.39,5.011
2019-09-05,TEX,BAL,0,-2,4,92,84,-19.4,-32.0,2.0,-1,5.67,4.97,5.276,83,87,-10.8,-7.0,12.0,-1,4.09,4.77,5.4
2019-09-05,MIN,BOS,0,-1,3,103,114,14.1,5.0,-7.0,1,5.43,4.43,4.286,127,116,3.4,-24.0,-8.4,-1,4.58,4.16,5.543
2019-09-05,CHW,CLE,0,-6,8,96,101,13.0,30.0,4.3,1,5.09,4.5,5.414,99,82,-18.4,-15.0,5.3,1,5.39,4.69,5.464
2019-09-05,SEA,HOU,1,2,20,132,118,-0.2,48.0,-9.5,-1,4.37,4.06,5.571,108,100,-6.3,-21.0,13.4,-1,5.03,4.65,5.83
2019-09-05,LAA,OAK,1,4,16,113,104,-7.9,4.0,-1.7,-1,4.89,4.6,5.778,93,102,-5.0,9.0,-6.1,1,4.2,4.66,1.0
2019-09-06,WSN,ATL,1,1,7,101,103,16.9,2.0,11.0,-1,3.82,4.49,6.005,110,101,-6.0,33.0,3.7,-1,3.59,5.03,6.217
2019-09-06,ARI,CIN,0,-2,12,90,86,2.9,26.0,-16.7,1,3.82,4.26,5.403,117,89,5.1,29.0,18.3,-1,3.74,4.46,5.429
2019-09-06,SFG,LAD,0,-1,9,105,116,11.3,5.0,11.9,-1,3.47,4.25,6.458,88,84,6.9,17.0,-3.4,1,4.9,4.39,5.607
2019-09-06,KCR,MIA,0,-3,3,80,76,-7.4,-11.0,-23.9,1,4.21,5.1,5.254,79,85,-3.7,-14.0,-1.7,1,4.98,4.85,4.621
2019-09-06,CHC,MIL,1,6,8,93,99,23.3,6.0,5.9,1,5.22,4.16,5.232,94,102,-8.3,36.0,-2.2,-1,4.29,4.5,5.481
2019-09-06,PHI,NYM,1,1,9,115,100,-5.1,-19.0,-17.0,-1,4.24,4.75,5.283,98,90,8.0,-2.0,13.8,1,4.89,4.49,5.61
2019-09-06,COL,SDP,0,-1,5,106,88,15.7,-27.0,-11.1,1,3.71,4.08,5.1,93,86,-12.5,18.0,1.6,1,5.7,4.9,4.667
2019-09-06,TEX,BAL,0,-1,13,92,84,-19.4,-32.0,2.0,1,4.58,4.97,5.308,82,87,-10.8,-7.0,12.0,-1,4.76,4.77,6.0
2019-09-06,LAA,CHW,0,-1,9,99,83,-18.4,-15.0,5.3,1,3.71,4.69,6.04,93,102,-5.0,9.0,-6.1,-1,4.98,4.66,5.143
2019-09-06,CLE,MIN,0,-4,8,127,115,3.4,-24.0,-8.4,1,4.35,4.16,5.6,96,99,13.0,30.0,4.3,1,5.69,4.5,5.471
2019-09-06,DET,OAK,0,-1,9,113,105,-7.9,4.0,-1.7,1,4.13,4.6,5.452,87,75,-7.8,-19.0,-6.8,1,4.87,4.96,5.001
2019-09-06,TOR,TBR,1,5,5,101,105,5.1,0.0,8.4,-1,4.38,4.13,4.383,92,90,12.0,-28.0,-7.0,1,5.49,4.74,5.148
2019-09-07,WSN,ATL,1,1,9,101,103,16.9,2.0,11.0,1,5.18,4.49,5.415,109,101,-6.0,33.0,3.7,1,5.09,5.03,5.017
2019-09-07,ARI,CIN,0,-2,2,90,86,2.9,26.0,-16.7,1,3.43,4.26,5.929,117,90,5.1,29.0,18.3,-1,4.76,4.46,5.094
2019-09-07,SFG,LAD,0,-1,1,105,115,11.3,5.0,11.9,1,5.03,4.25,4.8,89,84,6.9,17.0,-3.4,1,4.78,4.39,5.111
2019-09-07,KCR,MIA,0,-5,9,80,76,-7.4,-11.0,-23.9,-1,4.64,5.1,5.525,79,85,-3.7,-14.0,-1.7,-1,5.12,4.85,5.582
2019-09-07,CHC,MIL,1,1,5,95,98,23.3,6.0,5.9,-1,4.78,4.16,4.788,93,102,-8.3,36.0,-2.2,1,3.74,4.5,5.631
2019-09-07,PHI,NYM,0,-5,5,115,101,-5.1,-19.0,-17.0,1,4.03,4.75,5.178,98,90,8.0,-2.0,13.8,-1,4.26,4.49,5.379
2019-09-07,STL,PIT,0,-9,11,73,103,-7.1,-28.0,-4.6,-1,4.87,4.68,5.136,99,94,-10.9,23.0,14.4,1,4.45,4.44,5.463
2019-09-07,COL,SDP,1,3,3,106,87,15.7,-27.0,-11.1,-1,4.36,4.08,5.538,92,85,-12.5,18.0,1.6,1,5.16,4.9,4.503
2019-09-07,LAA,CHW,0,-1,15,100,82,-18.4,-15.0,5.3,1,5.5,4.69,4.207,94,102,-5.0,9.0,-6.1,-1,4.19,4.66,5.362
2019-09-07,SEA,HOU,1,1,3,132,118,-0.2,48.0,-9.5,1,3.3,4.06,6.655,109,99,-6.3,-21.0,13.4,-1,5.15,4.65,5.144
2019-09-07,CLE,MIN,1,2,8,127,114,3.4,-24.0,-8.4,1,4.53,4.16,5.259,96,99,13.0,30.0,4.3,1,4.4,4.5,5.867
2019-09-07,DET,OAK,1,8,12,111,105,-7.9,4.0,-1.7,1,4.84,4.6,5.652,88,75,-7.8,-19.0,-6.8,1,4.83,4.96,4.947
2019-09-08,WSN,ATL,0,-5,13,100,103,16.9,2.0,11.0,1,3.85,4.49,6.083,109,101,-6.0,33.0,3.7,1,2.92,5.03,6.438
2019-09-08,ARI,CIN,1,1,7,87,86,2.9,26.0,-16.7,1,4.31,4.26,5.262,117,89,5.1,29.0,18.3,1,5.69,4.46,5.833
2019-09-08,SFG,LAD,1,5,5,104,115,11.3,5.0,11.9,-1,4.47,4.25,4.005,90,84,6.9,17.0,-3.4,1,5.13,4.39,5.143
2019-09-08,KCR,MIA,1,9,9,79,76,-7.4,-11.0,-23.9,1,5.38,5.1,6.002,78,86,-3.7,-14.0,-1.7,-1,3.88,4.85,5.115
2019-09-08,CHC,MIL,1,3,13,95,98,23.3,6.0,5.9,1,3.91,4.16,4.621,92,102,-8.3,36.0,-2.2,-1,4.32,4.5,5.557
2019-09-08,COL,SDP,1,1,3,106,87,15.7,-27.0,-11.1,-1,4.69,4.08,5.161,91,85,-12.5,18.0,1.6,1,5.16,4.9,4.752
2019-09-08,TEX,BAL,0,-6,14,93,83,-19.4,-32.0,2.0,1,5.72,4.97,5.336,83,88,-10.8,-7.0,12.0,-1,4.42,4.77,6.467
2019-09-08,NYY,BOS,0,-5,15,101,113,14.1,5.0,-7.0,1,5.4,4.43,5.465,118,117,-5.3,-35.0,-0.8,1,4.31,4.15,5.821
2019-09-08,LAA,CHW,1,4,6,100,82,-18.4,-15.0,5.3,1,4.45,4.69,5.279,94,102,-5.0,9.0,-6.1,1,3.35,4.66,1.213
2019-09-08,SEA,HOU,1,20,22,132,117,-0.2,48.0,-9.5,1,2.61,4.06,6.287,109,99,-6.3,-21.0,13.4,1,4.94,4.65,4.73
2019-09-08,TOR,TBR,1,5,11,101,105,5.1,0.0,8.4,1,2.98,4.13,6.004,91,89,12.0,-28.0,-7.0,1,5.25,4.74,5.115
2019-09-09,MIL,MIA,0,-5,11,81,76,-7.4,-11.0,-23.9,1,6.15,5.1,6.0,97,98,23.3,6.0,5.9,1,5.06,4.16,5.438
2019-09-09,ARI,NYM,1,2,4,113,101,-5.1,-19.0,-17.0,1,3.27,4.75,6.286,116,89,5.1,29.0,18.3,1,4.68,4.46,5.608
2019-09-09,ATL,PHI,0,-5,9,99,90,8.0,-2.0,13.8,1,3.79,4.49,5.936,100,103,16.9,2.0,11.0,1,5.03,4.49,5.412
2019-09-09,CHC,SDP,0,-8,12,106,87,15.7,-27.0,-11.1,1,4.69,4.08,5.269,90,102,-8.3,36.0,-2.2,1,4.36,4.5,5.923
2019-09-09,PIT,SFG,0,-2,10,90,83,6.9,17.0,-3.4,-1,4.23,4.39,6.036,73,102,-7.1,-28.0,-4.6,1,5.18,4.68,5.685
2019-09-09,CLE,LAA,0,-4,8,92,102,-5.0,9.0,-6.1,-1,3.93,4.66,4.013,96,99,13.0,30.0,4.3,1,3.12,4.5,6.416
2019-09-09,NYY,BOS,0,-5,5,101,113,14.1,5.0,-7.0,-1,4.3,4.43,5.933,117,117,-5.3,-35.0,-0.8,-1,3.92,4.15,5.28
2019-09-10,MIL,MIA,0,-1,7,81,77,-7.4,-11.0,-23.9,1,5.3,5.1,4.928,99,98,23.3,6.0,5.9,1,5.25,4.16,4.783
2019-09-10,ARI,NYM,1,1,5,113,102,-5.1,-19.0,-17.0,1,4.11,4.75,6.149,116,88,5.1,29.0,18.3,1,3.77,4.46,5.333
2019-09-10,ATL,PHI,1,1,11,99,90,8.0,-2.0,13.8,-1,5.91,4.49,5.433,100,104,16.9,2.0,11.0,-1,3.23,4.49,5.447
2019-09-10,CLE,LAA,0,-8,8,92,102,-5.0,9.0,-6.1,-1,5.54,4.66,4.538,97,99,13.0,30.0,4.3,1,5.13,4.5,5.391
2019-09-10,LAD,BAL,0,-4,10,92,84,-19.4,-32.0,2.0,-1,6.15,4.97,4.508,104,115,11.3,5.0,11.9,1,3.3,4.25,6.117
2019-09-10,OAK,HOU,0,-14,28,132,121,-0.2,48.0,-9.5,-1,4.42,4.06,5.379,111,104,-7.9,4.0,-1.7,1,4.38,4.6,6.011
2019-09-10,WSN,MIN,1,5,5,127,114,3.4,-24.0,-8.4,1,4.4,4.16,6.214,110,102,-6.0,33.0,3.7,1,5.1,5.03,5.385
2019-09-10,CIN,SEA,1,1,7,109,98,-6.3,-21.0,13.4,-1,4.18,4.65,4.344,87,86,2.9,26.0,-16.7,1,4.8,4.26,5.0
2019-09-10,TBR,TEX,0,-2,8,83,90,-10.8,-7.0,12.0,1,3.91,4.77,6.244,101,106,5.1,0.0,8.4,-1,3.88,4.13,6.503
2019-09-11,STL,COL,1,1,3,90,84,-12.5,18.0,1.6,1,5.27,4.9,4.86,99,93,-10.9,23.0,14.4,1,4.46,4.44,5.464
2019-09-11,MIL,MIA,0,-2,12,81,77,-7.4,-11.0,-23.9,1,4.09,5.1,5.353,98,97,23.3,6.0,5.9,1,5.21,4.16,5.223
2019-09-11,ARI,NYM,1,9,9,113,101,-5.1,-19.0,-17.0,-1,4.28,4.75,5.309,116,88,5.1,29.0,18.3,-1,3.72,4.46,5.38
2019-09-11,ATL,PHI,0,-2,4,101,89,8.0,-2.0,13.8,1,4.75,4.49,5.585,101,103,16.9,2.0,11.0,-1,3.89,4.49,6.004
2019-09-11,CHC,SDP,1,4,4,106,87,15.7,-27.0,-11.1,1,4.14,4.08,5.378,89,103,-8.3,36.0,-2.2,-1,4.36,4.5,5.417
2019-09-11,PIT,SFG,0,-3,9,89,83,6.9,17.0,-3.4,1,3.71,4.39,4.5,75,101,-7.1,-28.0,-4.6,1,6.45,4.68,5.094
2019-09-11,CLE,LAA,0,-1,7,92,101,-5.0,9.0,-6.1,-1,5.11,4.66,5.004,98,99,13.0,30.0,4.3,1,5.53,4.5,5.504
2019-09-11,LAD,BAL,1,4,10,92,83,-19.4,-32.0,2.0,-1,5.67,4.97,5.349,106,115,11.3,5.0,11.9,1,3.58,4.25,4.923
2019-09-11,KCR,CHW,0,-2,14,100,83,-18.4,-15.0,5.3,1,5.34,4.69,5.586,78,85,-3.7,-14.0,-1.7,1,5.9,4.85,5.263
2019-09-11,OAK,HOU,0,-2,8,132,121,-0.2,48.0,-9.5,1,3.9,4.06,4.6,112,106,-7.9,4.0,-1.7,-1,4.83,4.6,5.75
2019-09-11,WSN,MIN,0,-4,8,127,114,3.4,-24.0,-8.4,-1,4.65,4.16,5.561,110,100,-6.0,33.0,3.7,1,3.18,5.03,6.379
2019-09-11,CIN,SEA,1,2,8,110,97,-6.3,-21.0,13.4,-1,5.16,4.65,5.833,88,86,2.9,26.0,-16.7,1,3.65,4.26,5.608
2019-09-11,TBR,TEX,1,1,19,82,89,-10.8,-7.0,12.0,1,4.99,4.77,5.355,101,106,5.1,0.0,8.4,1,1.41,4.13,1.844
2019-09-12,STL,COL,0,-7,13,90,84,-12.5,18.0,1.6,1,5.03,4.9,4.767,99,93,-10.9,23.0,14.4,1,4.11,4.44,5.691
2019-09-12,MIL,MIA,0,-1,5,81,77,-7.4,-11.0,-23.9,-1,4.62,5.1,5.544,98,98,23.3,6.0,5.9,-1,4.78,4.16,4.802
2019-09-12,ARI,NYM,1,10,12,116,101,-5.1,-19.0,-17.0,1,3.93,4.75,5.01,115,88,5.1,29.0,18.3,-1,4.4,4.46,5.336
2019-09-12,ATL,PHI,1,4,14,100,89,8.0,-2.0,13.8,-1,4.32,4.49,5.559,100,103,16.9,2.0,11.0,1,5.11,4.49,5.434
2019-09-12,CHC,SDP,0,-3,5,106,87,15.7,-27.0,-11.1,1,3.82,4.08,5.182,89,102,-8.3,36.0,-2.2,1,3.7,4.5,5.608
2019-09-12,PIT,SFG,0,-2,6,88,82,6.9,17.0,-3.4,1,4.94,4.39,5.621,75,101,-7.1,-28.0,-4.6,1,4.51,4.68,5.43
