date, awayTeam, homeTeam, homeWin, spread, ou, hWRCL, hWRCR, hFRM, hOAA, hBsR, hHand, hSpxFIP, hRpxFIP, hSpIperG, aWRCL, aWRCR, aFRM, aOAA, aBsR, aHand, aSpxFIP, aRpxFIP, aSpIperG
2021-07-30,BOS,TBR,1,4,10,91,109,5.1,32.0,11.2,-1,4.57,3.98,5.375,101,102,0.4,-39.0,-4.4,-1,4.43,4.23,4.703
2021-07-30,SEA,TEX,0,-4,14,82,85,16.7,28.0,-1.8,-1,4.31,4.43,5.207,89,91,-4.8,-7.0,-7.1,1,3.8,4.18,4.672
2021-07-30,KCR,TOR,1,2,10,107,111,5.0,-13.0,2.8,1,4.42,4.22,4.562,97,86,-17.3,23.0,13.2,-1,4.28,4.5,4.0
2021-07-31,MIL,ATL,1,7,9,94,98,-0.4,5.0,5.4,-1,4.87,4.36,4.613,98,88,12.5,-18.0,8.5,1,2.95,4.05,6.3
2021-07-31,NYY,MIA,0,-2,6,83,89,1.7,-11.0,0.4,-1,3.44,4.29,5.581,114,92,3.0,-22.0,-15.1,1,4.4,3.78,5.118
2021-07-31,PHI,PIT,1,1,5,79,86,7.2,-8.0,-3.9,1,3.84,4.67,5.335,103,86,6.2,-20.0,7.8,1,3.4,4.27,5.752
2021-07-31,COL,SDP,0,-2,8,96,104,-2.7,14.0,0.7,1,3.85,4.18,5.753,93,70,0.7,1.0,12.4,1,3.44,4.63,5.908
2021-07-31,HOU,SFG,1,2,14,101,107,5.5,27.0,-6.4,-1,3.57,4.2,5.475,116,116,0.8,42.0,-6.2,1,4.16,4.19,6.003
2021-07-31,MIN,STL,0,-7,9,96,88,-7.9,49.0,11.7,1,3.56,4.65,5.033,102,104,5.9,5.0,-3.1,1,4.18,4.27,4.303
2021-07-31,CHC,WSN,0,-3,9,115,94,-6.8,-27.0,-25.4,1,4.14,4.75,5.414,98,85,-4.3,11.0,-8.6,1,4.47,4.26,5.765
2021-07-31,CLE,CHW,0,-1,23,108,105,-13.4,-10.0,-0.9,-1,4.45,3.83,5.423,90,88,2.2,20.0,7.4,-1,4.75,3.96,4.236
2021-07-31,BAL,DET,0,-3,7,96,94,-13.0,-16.0,1.2,1,5.41,4.69,4.714,106,82,-21.3,-33.0,-6.2,-1,4.47,4.76,5.862
2021-07-31,BOS,TBR,1,4,14,92,109,5.1,32.0,11.2,-1,4.16,3.98,5.933,101,102,0.4,-39.0,-4.4,1,3.57,4.23,5.8
2021-07-31,KCR,TOR,1,4,4,107,111,5.0,-13.0,2.8,1,3.97,4.22,5.004,96,86,-17.3,23.0,13.2,-1,4.33,4.5,5.621
2021-08-01,LAD,ARI,0,-13,13,102,78,-2.6,-14.0,6.6,-1,5.18,4.98,4.909,95,110,4.4,-13.0,9.3,-1,3.59,4.07,5.908
2021-08-01,MIL,ATL,0,-1,3,93,99,-0.4,5.0,5.4,1,3.53,4.36,5.524,96,88,12.5,-18.0,8.5,-1,4.12,4.05,4.2
2021-08-01,NYY,MIA,0,-2,4,82,88,1.7,-11.0,0.4,1,3.88,4.29,5.956,114,91,3.0,-22.0,-15.1,-1,3.98,3.78,5.453
2021-08-01,CIN,NYM,0,-6,8,100,96,2.2,24.0,-13.5,1,3.59,4.15,5.276,86,102,1.4,-36.0,-15.1,1,5.73,4.34,5.461
2021-08-01,COL,SDP,1,7,9,96,104,-2.7,14.0,0.7,1,8.58,4.18,2.517,92,70,0.7,1.0,12.4,-1,3.73,4.63,5.296
2021-08-01,HOU,SFG,1,2,8,101,109,5.5,27.0,-6.4,1,3.14,4.2,5.077,115,116,0.8,42.0,-6.2,1,3.73,4.19,5.294
2021-08-01,MIN,STL,1,4,10,95,87,-7.9,49.0,11.7,1,3.78,4.65,6.253,102,104,5.9,5.0,-3.1,1,4.16,4.27,5.145
2021-08-01,CHC,WSN,1,1,11,116,93,-6.8,-27.0,-25.4,1,4.32,4.75,4.754,97,85,-4.3,11.0,-8.6,1,3.81,4.26,5.169
2021-08-01,BAL,DET,1,4,8,95,94,-13.0,-16.0,1.2,-1,5.86,4.69,2.813,106,82,-21.3,-33.0,-6.2,1,5.46,4.76,4.758
2021-08-01,BOS,TBR,1,1,5,92,110,5.1,32.0,11.2,-1,3.27,3.98,4.733,102,101,0.4,-39.0,-4.4,1,4.44,4.23,5.353
2021-08-01,SEA,TEX,1,1,7,82,85,16.7,28.0,-1.8,1,5.15,4.43,5.3,91,91,-4.8,-7.0,-7.1,-1,5.14,4.18,5.156
2021-08-02,SFG,ARI,0,-3,19,99,78,-2.6,-14.0,6.6,1,5.3,4.98,4.508,101,110,5.5,27.0,-6.4,1,3.94,4.2,5.81
2021-08-02,SEA,TBR,0,-6,10,92,110,5.1,32.0,11.2,1,4.14,3.98,4.385,91,92,-4.8,-7.0,-7.1,1,4.56,4.18,5.688
2021-08-02,CLE,TOR,0,-3,7,107,111,5.0,-13.0,2.8,-1,3.31,4.22,5.902,91,88,2.2,20.0,7.4,1,4.4,3.96,4.433
2021-08-03,SFG,ARI,1,2,4,97,79,-2.6,-14.0,6.6,-1,4.78,4.98,5.138,101,110,5.5,27.0,-6.4,1,3.89,4.2,5.475
2021-08-03,MIN,CIN,0,-2,12,86,102,1.4,-36.0,-15.1,1,3.85,4.34,5.289,102,103,5.9,5.0,-3.1,1,3.89,4.27,5.059
2021-08-03,CHC,COL,1,7,19,92,70,0.7,1.0,12.4,-1,4.69,4.63,5.089,97,85,-4.3,11.0,-8.6,1,5.19,4.26,4.912
2021-08-03,NYM,MIA,1,1,9,80,88,1.7,-11.0,0.4,1,6.83,4.29,4.2,100,95,2.2,24.0,-13.5,1,4.23,4.15,5.212
2021-08-03,PIT,MIL,0,-3,13,96,87,12.5,-18.0,8.5,1,4.29,4.05,5.004,78,85,7.2,-8.0,-3.9,1,5.05,4.67,4.0
2021-08-03,PHI,WSN,0,-1,9,115,94,-6.8,-27.0,-25.4,-1,4.53,4.75,5.45,103,88,6.2,-20.0,7.8,1,2.78,4.27,6.622
2021-08-03,KCR,CHW,1,6,8,108,106,-13.4,-10.0,-0.9,1,3.95,3.83,5.146,96,84,-17.3,23.0,13.2,-1,4.62,4.5,5.003
2021-08-03,BOS,DET,1,2,6,95,93,-13.0,-16.0,1.2,1,4.94,4.69,5.008,101,102,0.4,-39.0,-4.4,1,4.86,4.23,5.052
2021-08-03,SDP,OAK,0,-7,9,102,97,9.0,20.0,11.8,-1,3.39,4.69,5.813,97,104,-2.7,14.0,0.7,-1,4.17,4.18,4.423
2021-08-03,SEA,TBR,0,-2,6,92,109,5.1,32.0,11.2,1,4.99,3.98,4.344,91,93,-4.8,-7.0,-7.1,-1,3.37,4.18,6.002
2021-08-03,LAA,TEX,0,-8,14,81,86,16.7,28.0,-1.8,1,4.99,4.43,5.402,108,98,3.9,-24.0,6.8,-1,4.73,4.38,4.25
2021-08-03,CLE,TOR,1,5,9,107,110,5.0,-13.0,2.8,-1,3.94,4.22,5.8,92,88,2.2,20.0,7.4,1,4.58,3.96,5.717
2021-08-04,SFG,ARI,0,-6,8,97,79,-2.6,-14.0,6.6,1,4.05,4.98,4.672,100,110,5.5,27.0,-6.4,1,3.45,4.2,6.002
2021-08-04,CHC,COL,0,-1,5,93,71,0.7,1.0,12.4,1,4.24,4.63,5.475,97,85,-4.3,11.0,-8.6,1,3.73,4.26,4.785
2021-08-04,PHI,WSN,0,-4,14,114,93,-6.8,-27.0,-25.4,1,4.64,4.75,4.633,103,88,6.2,-20.0,7.8,1,5.73,4.27,4.004
2021-08-04,KCR,CHW,0,-8,10,108,106,-13.4,-10.0,-0.9,1,3.79,3.83,5.952,96,83,-17.3,23.0,13.2,1,5.4,4.5,4.022
2021-08-04,BOS,DET,0,-3,5,95,94,-13.0,-16.0,1.2,1,4.24,4.69,5.55,100,101,0.4,-39.0,-4.4,-1,3.31,4.23,4.953
2021-08-04,BAL,NYY,1,7,13,114,91,3.0,-22.0,-15.1,1,4.7,3.78,5.003,107,81,-21.3,-33.0,-6.2,1,4.69,4.76,4.478
2021-08-04,SDP,OAK,1,1,9,103,97,9.0,20.0,11.8,1,3.78,4.69,5.667,99,104,-2.7,14.0,0.7,1,3.32,4.18,5.552
2021-08-04,SEA,TBR,1,1,7,92,109,5.1,32.0,11.2,-1,4.51,3.98,5.333,90,93,-4.8,-7.0,-7.1,1,3.83,4.18,4.772
2021-08-04,LAA,TEX,0,-1,3,81,85,16.7,28.0,-1.8,-1,4.46,4.43,5.006,107,99,3.9,-24.0,6.8,1,3.65,4.38,5.333
2021-08-05,SFG,ARI,0,-1,9,96,79,-2.6,-14.0,6.6,1,4.01,4.98,5.865,100,110,5.5,27.0,-6.4,-1,3.64,4.2,5.448
2021-08-05,PIT,CIN,1,3,11,86,103,1.4,-36.0,-15.1,1,3.32,4.34,5.067,81,84,7.2,-8.0,-3.9,1,4.83,4.67,4.733
2021-08-05,CHC,COL,1,1,11,92,72,0.7,1.0,12.4,1,4.17,4.63,5.531,97,85,-4.3,11.0,-8.6,1,4.85,4.26,4.335
2021-08-05,NYM,MIA,1,2,6,80,88,1.7,-11.0,0.4,-1,4.15,4.29,4.767,101,94,2.2,24.0,-13.5,-1,7.15,4.15,5.0
2021-08-05,ATL,STL,0,-4,12,94,87,-7.9,49.0,11.7,-1,5.63,4.65,4.511,92,100,-0.4,5.0,5.4,1,3.02,4.36,5.667
2021-08-05,PHI,WSN,0,-1,13,114,94,-6.8,-27.0,-25.4,1,4.12,4.75,5.337,103,89,6.2,-20.0,7.8,1,3.44,4.27,5.763
2021-08-05,KCR,CHW,0,-1,5,108,105,-13.4,-10.0,-0.9,-1,4.42,3.83,5.403,95,84,-17.3,23.0,13.2,-1,5.03,4.5,4.4
2021-08-05,BOS,DET,1,7,9,95,93,-13.0,-16.0,1.2,-1,4.18,4.69,5.214,101,102,0.4,-39.0,-4.4,-1,4.47,4.23,4.67
2021-08-05,MIN,HOU,0,-2,8,115,115,0.8,42.0,-6.2,-1,3.66,4.19,5.922,101,105,5.9,5.0,-3.1,1,5.66,4.27,4.667
2021-08-05,CLE,TOR,1,3,3,106,111,5.0,-13.0,2.8,1,4.5,4.22,4.59,92,88,2.2,20.0,7.4,-1,4.96,3.96,4.219
2021-08-06,WSN,ATL,1,4,12,90,101,-0.4,5.0,5.4,-1,4.64,4.36,4.678,115,94,-6.8,-27.0,-25.4,1,4.21,4.75,4.827
2021-08-06,CHW,CHC,0,-2,14,97,84,-4.3,11.0,-8.6,1,4.43,4.26,5.821,107,105,-13.4,-10.0,-0.9,1,3.89,3.83,5.688
2021-08-06,PIT,CIN,1,10,10,86,104,1.4,-36.0,-15.1,-1,4.04,4.34,6.0,81,84,7.2,-8.0,-3.9,1,3.81,4.67,5.37
2021-08-06,MIA,COL,1,12,16,92,73,0.7,1.0,12.4,1,3.45,4.63,5.912,79,89,1.7,-11.0,0.4,1,3.75,4.29,6.003
2021-08-06,LAA,LAD,0,-1,7,97,111,4.4,-13.0,9.3,-1,3.67,4.07,3.29,106,99,3.9,-24.0,6.8,-1,3.5,4.38,5.833
2021-08-06,SFG,MIL,1,1,3,97,87,12.5,-18.0,8.5,1,2.19,4.05,5.889,101,109,5.5,27.0,-6.4,1,3.18,4.2,5.143
2021-08-06,ARI,SDP,0,-3,13,98,104,-2.7,14.0,0.7,-1,5.12,4.18,3.928,96,79,-2.6,-14.0,6.6,-1,5.34,4.98,4.589
2021-08-06,KCR,STL,1,2,6,93,88,-7.9,49.0,11.7,1,3.82,4.65,6.289,93,85,-17.3,23.0,13.2,-1,4.32,4.5,5.683
2021-08-06,TBR,BAL,0,-4,16,107,80,-21.3,-33.0,-6.2,-1,4.44,4.76,5.871,92,109,5.1,32.0,11.2,-1,4.24,3.98,5.875
2021-08-06,DET,CLE,1,5,7,91,87,2.2,20.0,7.4,1,4.97,3.96,4.667,98,93,-13.0,-16.0,1.2,1,5.54,4.69,4.758
2021-08-06,MIN,HOU,0,-1,9,116,114,0.8,42.0,-6.2,1,4.17,4.19,5.912,101,105,5.9,5.0,-3.1,1,4.05,4.27,4.276
2021-08-06,TEX,OAK,1,3,5,103,97,9.0,20.0,11.8,1,3.91,4.69,6.227,81,84,16.7,28.0,-1.8,1,5.21,4.43,5.286
2021-08-06,BOS,TOR,1,8,16,106,111,5.0,-13.0,2.8,1,4.05,4.22,5.226,100,102,0.4,-39.0,-4.4,1,3.57,4.23,5.763
2021-08-07,CHW,CHC,0,-4,4,97,84,-4.3,11.0,-8.6,1,3.92,4.26,5.16,108,105,-13.4,-10.0,-0.9,-1,3.01,3.83,5.781
2021-08-07,PIT,CIN,1,8,14,86,104,1.4,-36.0,-15.1,1,5.67,4.34,5.589,79,84,7.2,-8.0,-3.9,1,5.1,4.67,4.003
2021-08-07,LAA,LAD,1,2,8,97,110,4.4,-13.0,9.3,-1,3.52,4.07,5.867,106,98,3.9,-24.0,6.8,1,4.83,4.38,6.533
2021-08-07,ARI,SDP,1,4,8,100,103,-2.7,14.0,0.7,1,3.85,4.18,5.765,96,79,-2.6,-14.0,6.6,1,5.12,4.98,4.556
2021-08-07,TBR,BAL,0,-9,15,109,80,-21.3,-33.0,-6.2,1,5.36,4.76,5.0,93,109,5.1,32.0,11.2,-1,3.34,3.98,4.812
2021-08-07,DET,CLE,0,-1,3,92,88,2.2,20.0,7.4,1,4.18,3.96,4.629,98,92,-13.0,-16.0,1.2,-1,6.14,4.69,3.011
2021-08-07,MIN,HOU,1,4,4,116,114,0.8,42.0,-6.2,1,3.73,4.19,5.226,101,104,5.9,5.0,-3.1,1,4.26,4.27,5.069
2021-08-07,BOS,TOR,1,1,1,107,112,5.0,-13.0,2.8,-1,3.4,4.22,5.906,101,101,0.4,-39.0,-4.4,1,4.37,4.23,5.335
2021-08-08,WSN,ATL,1,1,9,90,100,-0.4,5.0,5.4,-1,3.76,4.36,5.393,114,93,-6.8,-27.0,-25.4,-1,4.46,4.75,5.524
2021-08-08,CHW,CHC,0,-6,12,96,84,-4.3,11.0,-8.6,1,5.24,4.26,4.872,107,105,-13.4,-10.0,-0.9,1,3.85,3.83,5.185
2021-08-08,SFG,MIL,0,-1,9,98,86,12.5,-18.0,8.5,-1,4.05,4.05,4.254,99,108,5.5,27.0,-6.4,1,3.93,4.2,5.448
2021-08-08,NYM,PHI,1,3,3,103,90,6.2,-20.0,7.8,1,2.81,4.27,6.682,99,94,2.2,24.0,-13.5,1,4.31,4.15,5.25
2021-08-08,ARI,SDP,1,2,2,100,103,-2.7,14.0,0.7,-1,4.21,4.18,4.452,96,78,-2.6,-14.0,6.6,-1,4.78,4.98,5.254
2021-08-08,TBR,BAL,0,-3,15,108,81,-21.3,-33.0,-6.2,1,4.54,4.76,4.636,93,110,5.1,32.0,11.2,1,4.21,3.98,4.357
2021-08-08,DET,CLE,1,2,12,91,88,2.2,20.0,7.4,1,4.75,3.96,5.669,98,92,-13.0,-16.0,1.2,1,4.91,4.69,5.004
2021-08-08,TEX,OAK,1,3,9,103,99,9.0,20.0,11.8,1,4.31,4.69,5.541,80,83,16.7,28.0,-1.8,1,4.99,4.43,5.429
2021-08-08,BOS,TOR,1,1,17,107,110,5.0,-13.0,2.8,-1,3.91,4.22,5.857,99,101,0.4,-39.0,-4.4,1,4.85,4.23,5.002
2021-08-09,MIA,SDP,1,5,11,100,103,-2.7,14.0,0.7,1,3.45,4.18,5.573,80,89,1.7,-11.0,0.4,1,4.16,4.29,4.674
2021-08-09,CIN,CLE,1,6,12,91,89,2.2,20.0,7.4,-1,5.94,3.96,3.625,86,105,1.4,-36.0,-15.1,1,3.78,4.34,5.525
2021-08-09,NYY,KCR,0,-2,14,92,83,-17.3,23.0,13.2,1,4.53,4.5,4.267,112,92,3.0,-22.0,-15.1,1,4.55,3.78,5.095
2021-08-10,CIN,ATL,1,1,5,90,100,-0.4,5.0,5.4,-1,4.78,4.36,5.053,87,105,1.4,-36.0,-15.1,1,3.25,4.34,5.062
2021-08-10,WSN,NYM,1,1,15,99,93,2.2,24.0,-13.5,1,2.85,4.15,4.017,113,93,-6.8,-27.0,-25.4,1,4.8,4.75,4.674
2021-08-10,ARI,SFG,1,1,15,100,108,5.5,27.0,-6.4,-1,3.68,4.2,5.372,94,78,-2.6,-14.0,6.6,1,4.09,4.98,4.772
2021-08-10,DET,BAL,0,-5,13,108,82,-21.3,-33.0,-6.2,-1,5.35,4.76,4.133,98,91,-13.0,-16.0,1.2,1,4.31,4.69,5.524
2021-08-10,TBR,BOS,0,-4,12,100,101,0.4,-39.0,-4.4,-1,3.29,4.23,4.956,94,111,5.1,32.0,11.2,1,5.32,3.98,4.438
2021-08-10,OAK,CLE,0,-1,7,92,90,2.2,20.0,7.4,-1,4.94,3.96,4.404,102,100,9.0,20.0,11.8,-1,3.37,4.69,5.773
2021-08-10,COL,HOU,1,5,5,116,114,0.8,42.0,-6.2,1,4.8,4.19,4.219,94,78,0.7,1.0,12.4,1,4.15,4.63,5.502
2021-08-10,NYY,KCR,1,4,12,92,83,-17.3,23.0,13.2,-1,4.83,4.5,4.5,112,92,3.0,-22.0,-15.1,-1,5.27,3.78,4.5
2021-08-10,CHW,MIN,1,1,7,101,102,5.9,5.0,-3.1,1,6.04,4.27,4.758,107,107,-13.4,-10.0,-0.9,-1,4.38,3.83,5.432
2021-08-10,TEX,SEA,0,-1,9,91,91,-4.8,-7.0,-7.1,1,3.86,4.18,4.788,79,83,16.7,28.0,-1.8,-1,4.44,4.43,5.089
2021-08-10,TOR,LAA,0,-4,4,105,98,3.9,-24.0,6.8,-1,4.25,4.38,4.413,108,110,5.0,-13.0,2.8,1,4.45,4.22,4.669
2021-08-11,CIN,ATL,1,2,14,90,100,-0.4,5.0,5.4,1,3.82,4.36,5.508,86,105,1.4,-36.0,-15.1,-1,4.0,4.34,6.05
2021-08-11,MIL,CHC,0,-10,10,96,83,-4.3,11.0,-8.6,1,4.87,4.26,4.318,97,86,12.5,-18.0,8.5,1,2.35,4.05,5.947
2021-08-11,STL,PIT,0,-4,4,78,83,7.2,-8.0,-3.9,1,4.87,4.67,4.688,99,88,-7.9,49.0,11.7,1,3.77,4.65,6.321
2021-08-11,MIA,SDP,0,-7,7,102,103,-2.7,14.0,0.7,-1,5.12,4.18,3.862,80,89,1.7,-11.0,0.4,1,3.88,4.29,5.914
2021-08-11,ARI,SFG,1,5,9,100,108,5.5,27.0,-6.4,1,3.37,4.2,6.002,95,78,-2.6,-14.0,6.6,1,4.1,4.98,5.958
2021-08-11,TOR,LAA,0,-8,12,105,97,3.9,-24.0,6.8,1,4.61,4.38,4.692,108,111,5.0,-13.0,2.8,1,4.12,4.22,5.203
2021-08-11,DET,BAL,0,-3,7,108,82,-21.3,-33.0,-6.2,1,4.78,4.76,4.456,100,91,-13.0,-16.0,1.2,-1,4.2,4.69,5.203
2021-08-11,TBR,BOS,1,12,28,100,101,0.4,-39.0,-4.4,1,3.68,4.23,5.727,93,111,5.1,32.0,11.2,-1,4.19,3.98,5.3
2021-08-11,OAK,CLE,0,-3,9,92,89,2.2,20.0,7.4,1,4.51,3.96,4.846,102,100,9.0,20.0,11.8,1,3.66,4.69,5.682
2021-08-11,COL,HOU,1,4,6,116,114,0.8,42.0,-6.2,-1,3.62,4.19,6.003,93,77,0.7,1.0,12.4,1,4.14,4.63,5.5
2021-08-12,SDP,ARI,1,9,15,94,78,-2.6,-14.0,6.6,1,4.44,4.98,4.581,102,102,-2.7,14.0,0.7,1,3.67,4.18,5.821
2021-08-12,CIN,ATL,0,-9,15,91,99,-0.4,5.0,5.4,-1,4.74,4.36,4.719,86,104,1.4,-36.0,-15.1,1,5.54,4.34,5.621
2021-08-12,MIL,CHC,0,-13,21,95,82,-4.3,11.0,-8.6,1,4.38,4.26,5.829,97,87,12.5,-18.0,8.5,1,2.97,4.05,6.229
2021-08-12,STL,PIT,0,-1,13,78,82,7.2,-8.0,-3.9,1,3.97,4.67,5.352,98,89,-7.9,49.0,11.7,-1,5.92,4.65,4.724
2021-08-12,COL,SFG,1,7,7,100,110,5.5,27.0,-6.4,1,3.07,4.2,5.2,92,77,0.7,1.0,12.4,1,3.41,4.63,5.916
2021-08-12,TOR,LAA,1,3,9,104,97,3.9,-24.0,6.8,1,3.68,4.38,5.375,109,111,5.0,-13.0,2.8,1,3.91,4.22,6.0
2021-08-12,DET,BAL,0,-2,10,107,83,-21.3,-33.0,-6.2,-1,4.47,4.76,5.817,100,91,-13.0,-16.0,1.2,1,5.34,4.69,4.674
2021-08-12,TBR,BOS,0,-7,9,103,102,0.4,-39.0,-4.4,1,2.2,4.23,4.213,93,111,5.1,32.0,11.2,1,2.48,3.98,2.5
2021-08-12,NYY,CHW,1,1,17,107,106,-13.4,-10.0,-0.9,1,3.82,3.83,5.703,112,93,3.0,-22.0,-15.1,-1,4.77,3.78,5.0
2021-08-12,OAK,CLE,0,-17,17,93,88,2.2,20.0,7.4,1,4.59,3.96,4.893,102,100,9.0,20.0,11.8,1,3.81,4.69,6.261
2021-08-12,TEX,SEA,1,2,4,92,91,-4.8,-7.0,-7.1,-1,5.03,4.18,5.333,79,82,16.7,28.0,-1.8,1,5.26,4.43,5.318
2021-08-13,SDP,ARI,1,1,5,96,78,-2.6,-14.0,6.6,-1,4.79,4.98,5.357,101,103,-2.7,14.0,0.7,-1,4.04,4.18,4.573
2021-08-13,CHC,MIA,1,4,24,83,89,1.7,-11.0,0.4,-1,5.66,4.29,4.533,96,82,-4.3,11.0,-8.6,1,3.88,4.26,5.25
2021-08-13,LAD,NYM,0,-1,11,101,94,2.2,24.0,-13.5,1,3.9,4.15,5.0,98,111,4.4,-13.0,9.3,-1,3.57,4.07,5.829
2021-08-13,CIN,PHI,0,-5,7,102,89,6.2,-20.0,7.8,1,2.76,4.27,6.783,87,105,1.4,-36.0,-15.1,1,3.77,4.34,5.351
2021-08-13,COL,SFG,1,1,9,100,109,5.5,27.0,-6.4,1,3.91,4.2,5.729,92,76,0.7,1.0,12.4,-1,3.61,4.63,5.107
2021-08-13,ATL,WSN,0,-2,6,113,93,-6.8,-27.0,-25.4,1,4.79,4.75,5.0,90,99,-0.4,5.0,5.4,1,3.48,4.36,5.565
2021-08-13,HOU,LAA,0,-3,5,104,98,3.9,-24.0,6.8,-1,3.59,4.38,5.769,116,114,0.8,42.0,-6.2,1,4.14,4.19,5.916
2021-08-13,BAL,BOS,1,7,9,103,101,0.4,-39.0,-4.4,1,4.37,4.23,5.365,107,83,-21.3,-33.0,-6.2,1,5.07,4.76,5.167
2021-08-13,CLE,DET,0,-3,11,103,91,-13.0,-16.0,1.2,-1,5.66,4.69,3.429,92,88,2.2,20.0,7.4,1,4.74,3.96,5.565
2021-08-13,STL,KCR,0,-6,6,92,83,-17.3,23.0,13.2,-1,4.27,4.5,5.654,98,89,-7.9,49.0,11.7,1,3.97,4.65,5.636
2021-08-13,TBR,MIN,0,-6,14,100,102,5.9,5.0,-3.1,1,4.25,4.27,5.127,94,112,5.1,32.0,11.2,-1,3.28,3.98,4.941
2021-08-13,TOR,SEA,1,1,5,92,91,-4.8,-7.0,-7.1,1,4.45,4.18,5.716,109,110,5.0,-13.0,2.8,-1,3.45,4.22,5.911
2021-08-13,OAK,TEX,1,2,14,76,82,16.7,28.0,-1.8,1,3.65,4.43,4.75,104,101,9.0,20.0,11.8,-1,4.71,4.69,5.911
2021-08-14,CHC,MIA,1,1,9,84,91,1.7,-11.0,0.4,1,4.51,4.29,4.607,100,83,-4.3,11.0,-8.6,1,5.17,4.26,4.753
2021-08-14,LAD,NYM,0,-1,3,101,94,2.2,24.0,-13.5,1,4.38,4.15,5.286,98,111,4.4,-13.0,9.3,1,3.65,4.07,6.394
2021-08-14,CIN,PHI,1,5,7,102,88,6.2,-20.0,7.8,-1,5.39,4.27,4.23,87,106,1.4,-36.0,-15.1,1,3.91,4.34,5.458
2021-08-14,MIL,PIT,1,10,18,79,82,7.2,-8.0,-3.9,1,4.48,4.67,5.5,97,90,12.5,-18.0,8.5,-1,4.0,4.05,4.298
2021-08-14,MIL,PIT,0,-6,6,79,82,7.2,-8.0,-3.9,1,5.18,4.67,4.074,97,90,12.5,-18.0,8.5,-1,6.46,4.05,1.033
2021-08-14,COL,SFG,0,-3,5,102,109,5.5,27.0,-6.4,-1,4.72,4.2,5.0,93,76,0.7,1.0,12.4,-1,4.49,4.63,5.076
2021-08-14,ATL,WSN,0,-10,14,113,93,-6.8,-27.0,-25.4,-1,4.42,4.75,5.545,90,99,-0.4,5.0,5.4,-1,3.73,4.36,5.425
2021-08-14,HOU,LAA,0,-6,10,104,96,3.9,-24.0,6.8,1,4.93,4.38,6.356,115,114,0.8,42.0,-6.2,1,3.59,4.19,5.267
2021-08-14,NYY,CHW,0,-2,12,109,106,-13.4,-10.0,-0.9,1,3.8,3.83,5.177,112,93,3.0,-22.0,-15.1,1,4.58,3.78,5.136
2021-08-14,CLE,DET,1,2,10,103,91,-13.0,-16.0,1.2,1,4.82,4.69,5.003,93,88,2.2,20.0,7.4,-1,5.91,3.96,3.444
2021-08-14,STL,KCR,0,-5,13,93,82,-17.3,23.0,13.2,1,4.65,4.5,5.046,99,90,-7.9,49.0,11.7,-1,5.0,4.65,5.017
2021-08-14,TBR,MIN,1,12,12,101,102,5.9,5.0,-3.1,1,3.85,4.27,5.053,94,113,5.1,32.0,11.2,1,4.33,3.98,4.4
2021-08-14,TOR,SEA,1,6,12,92,91,-4.8,-7.0,-7.1,-1,3.46,4.18,5.954,109,110,5.0,-13.0,2.8,-1,4.01,4.22,5.73
2021-08-14,OAK,TEX,0,-5,11,77,83,16.7,28.0,-1.8,1,5.04,4.43,5.411,104,102,9.0,20.0,11.8,1,4.36,4.69,5.574
2021-08-15,SDP,ARI,0,-6,10,98,79,-2.6,-14.0,6.6,1,4.03,4.98,4.86,97,102,-2.7,14.0,0.7,1,2.86,4.18,2.0
2021-08-15,CHC,MIA,1,3,5,84,90,1.7,-11.0,0.4,1,3.55,4.29,4.011,100,82,-4.3,11.0,-8.6,1,3.76,4.26,4.727
2021-08-15,LAD,NYM,0,-10,18,100,93,2.2,24.0,-13.5,1,3.59,4.15,3.011,98,110,4.4,-13.0,9.3,1,2.24,4.07,5.017
2021-08-15,CIN,PHI,0,-3,11,103,88,6.2,-20.0,7.8,1,3.36,4.27,5.654,84,106,1.4,-36.0,-15.1,1,3.25,4.34,5.059
2021-08-15,COL,SFG,1,3,7,101,109,5.5,27.0,-6.4,-1,3.65,4.2,5.403,92,76,0.7,1.0,12.4,1,4.08,4.63,5.432
2021-08-15,ATL,WSN,0,-1,11,111,93,-6.8,-27.0,-25.4,1,4.84,4.75,4.307,92,100,-0.4,5.0,5.4,-1,4.68,4.36,5.1
2021-08-15,BAL,BOS,1,4,8,103,105,0.4,-39.0,-4.4,-1,3.31,4.23,5.0,106,83,-21.3,-33.0,-6.2,-1,5.17,4.76,4.007
2021-08-15,NYY,CHW,0,-2,8,109,106,-13.4,-10.0,-0.9,1,3.77,3.83,5.957,111,94,3.0,-22.0,-15.1,-1,5.17,3.78,4.613
2021-08-15,STL,KCR,0,-5,9,94,82,-17.3,23.0,13.2,-1,4.65,4.5,5.083,98,90,-7.9,49.0,11.7,-1,4.76,4.65,5.5
2021-08-15,TBR,MIN,1,1,9,101,104,5.9,5.0,-3.1,1,5.76,4.27,4.033,93,111,5.1,32.0,11.2,1,5.31,3.98,4.633
2021-08-15,TOR,SEA,0,-5,11,91,92,-4.8,-7.0,-7.1,1,3.86,4.18,4.869,109,109,5.0,-13.0,2.8,-1,3.76,4.22,5.05
2021-08-15,OAK,TEX,1,3,11,77,83,16.7,28.0,-1.8,-1,4.49,4.43,5.159,104,103,9.0,20.0,11.8,-1,3.42,4.69,5.568
